1,0,0,-2,-1
2,1,0,1,2
3,0,1,-1,2
4,1,0,1,-2
5,1,0,1,-1
6,0,0,-2,1
7,1,1,2,-1
8,1,1,2,-2
9,1,1,2,2
10,0,0,-2,-2
11,1,1,2,1
12,0,1,-1,-2
13,1,1,2,1
14,1,0,1,-2
15,0,1,-1,2
16,1,0,1,-1
17,0,0,-2,1
18,0,0,-2,2
19,0,0,-2,-2
20,1,1,2,-2
21,1,0,1,2
22,1,0,1,-2
23,1,1,2,-2
24,1,1,2,-1
25,1,1,2,1
26,1,0,1,1
27,1,0,1,-2
28,1,0,1,-1
29,0,0,-2,1
30,0,0,-2,-1
31,1,1,2,2
32,1,1,2,2
33,1,0,1,2
34,1,1,2,-1
35,0,0,-2,2
36,0,1,-1,-1
37,1,1,2,-1
38,0,0,-2,-1
39,0,0,-2,1
40,0,0,-2,-2
41,0,0,-2,-2
42,0,0,-2,1
43,0,0,-2,-1
44,0,0,-2,1
45,0,0,-2,-1
46,0,0,-2,-2
47,0,0,-2,-2
48,0,1,-1,-2
49,0,0,-2,-1
50,1,0,1,-1
51,0,0,-2,1
52,0,1,-1,2
53,1,1,2,-2
54,0,1,-1,-2
55,1,1,2,-2
56,0,0,-2,1
57,0,1,-1,-2
58,1,0,1,-2
59,1,0,1,2
60,0,0,-2,2
61,1,0,1,1
62,0,1,-1,1
63,0,1,-1,-2
64,0,0,-2,2
65,1,1,2,-1
66,0,0,-2,-2
67,1,1,2,1
68,1,0,1,-2
69,1,0,1,2
70,0,1,-1,-2
71,1,0,1,1
72,1,1,2,-1
73,1,0,1,2
74,0,1,-1,-2
75,0,0,-2,-1
76,0,1,-1,-1
77,0,1,-1,2
78,1,1,2,2
79,0,1,-1,1
80,0,0,-2,-1
81,0,1,-1,-1
82,1,1,2,-1
83,0,1,-1,2
84,1,1,2,-2
85,0,0,-2,1
86,0,1,-1,-2
87,1,1,2,1
88,1,0,1,1
89,1,0,1,-1
90,0,0,-2,-1
91,0,1,-1,1
92,1,0,1,1
93,0,1,-1,-2
94,1,0,1,2
95,0,0,-2,2
96,0,0,-2,1
97,1,1,2,-1
98,0,1,-1,2
99,0,0,-2,-2
100,1,1,2,2
101,1,0,1,-1
102,0,0,-2,1
103,0,0,-2,1
104,1,0,1,2
105,0,1,-1,-1
106,1,1,2,-2
107,1,0,1,1
108,1,1,2,2
109,0,1,-1,1
110,0,1,-1,1
111,1,0,1,1
112,0,1,-1,2
113,0,1,-1,2
114,1,1,2,-1
115,1,1,2,-2
116,0,0,-2,-1
117,1,0,1,2
118,1,1,2,2
119,1,1,2,2
120,0,1,-1,-1
121,1,0,1,2
122,0,1,-1,1
123,0,0,-2,2
124,0,0,-2,1
125,0,1,-1,-1
126,1,1,2,1
127,0,1,-1,-2
128,0,1,-1,2
129,0,1,-1,2
130,1,1,2,-1
131,1,0,1,2
132,1,0,1,2
133,1,1,2,1
134,1,0,1,-2
135,1,0,1,2
136,1,1,2,2
137,1,0,1,-1
138,1,1,2,-1
139,1,0,1,2
140,0,1,-1,-2
141,0,1,-1,2
142,0,0,-2,-2
143,0,1,-1,-1
144,0,0,-2,2
145,1,1,2,-1
146,0,1,-1,-1
147,0,1,-1,2
148,0,0,-2,2
149,0,0,-2,-2
150,1,0,1,2
151,1,0,1,-1
152,0,0,-2,2
153,0,1,-1,-1
154,0,1,-1,-1
155,0,1,-1,-2
156,0,0,-2,2
157,1,1,2,-1
158,0,0,-2,-2
159,0,1,-1,-2
160,0,1,-1,1
161,1,1,2,-1
162,0,1,-1,2
163,1,1,2,2
164,0,1,-1,-2
165,0,0,-2,-2
166,1,0,1,1
167,1,0,1,2
168,0,0,-2,1
169,0,1,-1,2
170,0,1,-1,1
171,1,0,1,1
172,0,0,-2,2
173,1,0,1,-2
174,1,0,1,1
175,1,0,1,-1
176,1,1,2,2
177,0,0,-2,-2
178,1,0,1,2
179,1,1,2,2
180,1,0,1,1
181,1,1,2,-2
182,0,0,-2,-2
183,1,0,1,1
184,0,0,-2,-2
185,1,1,2,-2
186,0,1,-1,-1
187,0,0,-2,1
188,1,0,1,1
189,1,1,2,1
190,1,0,1,2
191,0,1,-1,1
192,0,0,-2,-2
193,1,1,2,-1
194,1,1,2,2
195,1,1,2,2
196,0,0,-2,2
197,0,0,-2,1
198,1,1,2,-2
199,0,1,-1,-2
200,1,0,1,-2
201,0,1,-1,2
202,1,0,1,2
203,1,1,2,-2
204,1,1,2,2
205,0,1,-1,1
206,1,0,1,-2
207,0,1,-1,-1
208,0,0,-2,2
209,0,0,-2,-1
210,0,1,-1,1
211,0,0,-2,1
212,0,0,-2,1
213,0,1,-1,1
214,1,0,1,-2
215,0,1,-1,1
216,1,1,2,2
217,0,0,-2,2
218,0,1,-1,-1
219,1,0,1,2
220,1,0,1,-1
221,0,1,-1,-2
222,1,1,2,-1
223,1,1,2,1
224,1,1,2,1
225,0,0,-2,-2
226,0,1,-1,1
227,0,0,-2,2
228,1,1,2,-1
229,1,1,2,-1
230,1,1,2,-2
231,1,0,1,-2
232,0,0,-2,-1
233,1,1,2,-2
234,0,0,-2,-1
235,0,0,-2,-2
236,0,1,-1,-2
237,0,0,-2,-1
238,1,0,1,-1
239,0,0,-2,-2
240,1,0,1,2
241,1,1,2,-1
242,1,0,1,-1
243,0,1,-1,2
244,1,0,1,2
245,0,0,-2,1
246,1,1,2,1
247,0,1,-1,1
248,1,1,2,-1
249,1,0,1,2
250,1,0,1,-1
251,0,1,-1,1
252,0,1,-1,2
253,1,0,1,-1
254,0,1,-1,1
255,1,0,1,-2
256,1,0,1,1
257,0,1,-1,-1
258,0,0,-2,2
259,0,1,-1,-2
260,1,0,1,-2
261,1,0,1,2
262,1,1,2,-1
263,1,0,1,2
264,1,1,2,-1
265,1,0,1,-2
266,1,0,1,1
267,0,0,-2,-2
268,0,0,-2,2
269,0,1,-1,-2
270,1,0,1,2
271,1,1,2,-1
272,0,1,-1,-2
273,0,1,-1,1
274,0,1,-1,-1
275,1,0,1,1
276,1,0,1,1
277,1,0,1,-1
278,0,1,-1,-2
279,0,0,-2,1
280,1,1,2,-1
281,1,1,2,2
282,0,1,-1,-2
283,0,0,-2,-1
284,0,0,-2,-2
285,0,1,-1,2
286,0,0,-2,-2
287,0,0,-2,2
288,0,1,-1,-1
289,0,1,-1,-2
290,1,1,2,2
291,0,0,-2,-2
292,0,0,-2,1
293,0,0,-2,-2
294,1,1,2,1
295,1,1,2,2
296,1,0,1,2
297,1,0,1,-2
298,0,0,-2,1
299,0,0,-2,-2
300,1,1,2,-2
301,1,0,1,1
302,0,1,-1,1
303,1,1,2,1
304,1,1,2,-2
305,1,1,2,2
306,0,0,-2,1
307,0,0,-2,-2
308,0,0,-2,1
309,0,0,-2,2
310,0,1,-1,2
311,0,0,-2,2
312,0,0,-2,1
313,1,1,2,-1
314,0,1,-1,-1
315,0,1,-1,-1
316,1,0,1,-2
317,1,1,2,2
318,0,1,-1,-2
319,0,1,-1,1
320,1,1,2,-1
321,1,1,2,-1
322,0,0,-2,-2
323,0,0,-2,-2
324,1,0,1,-2
325,0,0,-2,-2
326,0,1,-1,-1
327,1,1,2,2
328,0,1,-1,1
329,0,1,-1,1
330,1,0,1,1
331,1,0,1,2
332,0,1,-1,2
333,1,1,2,2
334,1,0,1,-2
335,0,0,-2,2
336,0,0,-2,1
337,1,1,2,1
338,1,1,2,-2
339,1,0,1,-1
340,1,0,1,2
341,0,1,-1,1
342,0,1,-1,2
343,1,1,2,-1
344,0,1,-1,1
345,0,1,-1,2
346,0,0,-2,2
347,1,1,2,-2
348,0,1,-1,-2
349,0,0,-2,-1
350,1,0,1,-1
351,0,1,-1,2
352,1,0,1,2
353,1,0,1,2
354,0,1,-1,-1
355,1,1,2,1
356,1,0,1,-2
357,1,0,1,-1
358,0,0,-2,2
359,0,1,-1,2
360,1,1,2,-1
361,0,0,-2,2
362,0,0,-2,1
363,1,1,2,-1
364,0,0,-2,1
365,0,1,-1,1
366,1,0,1,2
367,0,0,-2,1
368,0,1,-1,-2
369,0,0,-2,-2
370,0,0,-2,2
371,0,0,-2,1
372,0,0,-2,1
373,1,1,2,-1
374,0,1,-1,-2
375,1,0,1,-2
376,1,0,1,1
377,1,0,1,-1
378,0,0,-2,-2
379,0,1,-1,-2
380,1,1,2,-1
381,1,1,2,-1
382,1,1,2,-2
383,0,1,-1,-2
384,1,1,2,-2
385,1,1,2,-2
386,1,0,1,-1
387,0,1,-1,1
388,0,1,-1,-1
389,0,0,-2,-2
390,0,1,-1,-2
391,1,1,2,-1
392,0,0,-2,-2
393,1,0,1,1
394,1,0,1,2
395,0,1,-1,1
396,0,1,-1,2
397,0,1,-1,-1
398,0,1,-1,-2
399,0,0,-2,-2
400,1,0,1,-1
401,1,1,2,1
402,0,0,-2,1
403,1,0,1,2
404,1,0,1,-2
405,0,1,-1,-1
406,0,1,-1,1
407,1,0,1,1
408,0,1,-1,2
409,0,0,-2,1
410,1,1,2,-2
411,0,1,-1,1
412,1,1,2,-2
413,0,0,-2,2
414,0,0,-2,1
415,0,0,-2,-1
416,0,1,-1,-1
417,1,0,1,-1
418,0,0,-2,1
419,0,1,-1,2
420,0,1,-1,-2
421,1,0,1,2
422,1,1,2,2
423,1,1,2,2
424,0,1,-1,1
425,1,0,1,-2
426,1,1,2,-2
427,0,1,-1,1
428,0,1,-1,1
429,0,0,-2,2
430,1,1,2,-1
431,1,0,1,-1
432,1,1,2,-1
433,0,0,-2,2
434,1,1,2,-2
435,0,0,-2,2
436,1,0,1,-2
437,0,1,-1,1
438,0,0,-2,-2
439,0,1,-1,-1
440,0,1,-1,1
441,0,1,-1,-1
442,1,0,1,2
443,1,1,2,-2
444,0,1,-1,-1
445,1,1,2,1
446,1,0,1,1
447,1,1,2,1
448,0,0,-2,-1
449,0,0,-2,1
450,1,1,2,-1
451,1,1,2,-2
452,0,0,-2,-1
453,0,0,-2,-2
454,0,1,-1,-2
455,0,1,-1,-2
456,1,0,1,2
457,1,0,1,-2
458,1,0,1,-2
459,0,1,-1,2
460,0,1,-1,-2
461,1,1,2,-1
462,0,1,-1,2
463,0,0,-2,-1
464,0,1,-1,2
465,1,1,2,2
466,0,0,-2,1
467,0,0,-2,-2
468,1,1,2,-1
469,0,1,-1,1
470,1,1,2,-1
471,0,0,-2,-1
472,1,0,1,1
473,0,0,-2,1
474,1,1,2,-1
475,1,1,2,2
476,0,1,-1,-2
477,1,1,2,2
478,0,0,-2,2
479,0,0,-2,2
480,1,1,2,2
481,0,0,-2,-2
482,1,0,1,-1
483,0,1,-1,1
484,1,0,1,-1
485,1,0,1,2
486,0,0,-2,1
487,0,1,-1,2
488,1,0,1,-2
489,0,0,-2,-2
490,1,1,2,-2
491,1,0,1,1
492,0,1,-1,1
493,0,1,-1,1
494,1,1,2,2
495,0,0,-2,-1
496,1,1,2,2
497,0,1,-1,-1
498,0,0,-2,2
499,1,1,2,2
500,1,0,1,-2
501,0,0,-2,1
502,0,0,-2,1
503,0,0,-2,-1
504,0,0,-2,1
505,0,0,-2,-2
506,0,1,-1,1
507,1,0,1,-1
508,1,1,2,1
509,1,0,1,1
510,0,1,-1,-2
511,0,1,-1,2
512,0,0,-2,2
513,1,1,2,2
514,0,1,-1,1
515,1,1,2,-1
516,0,0,-2,1
517,0,0,-2,-2
518,1,0,1,-2
519,0,1,-1,-1
520,1,1,2,-1
521,0,1,-1,-1
522,0,0,-2,1
523,0,1,-1,2
524,0,1,-1,-2
525,1,1,2,-1
526,1,1,2,1
527,1,1,2,1
528,0,0,-2,2
529,1,0,1,2
530,0,0,-2,-2
531,1,1,2,2
532,1,0,1,2
533,0,1,-1,2
534,1,0,1,2
535,0,0,-2,-1
536,1,1,2,-2
537,0,0,-2,2
538,1,0,1,1
539,1,0,1,2
540,0,0,-2,-2
541,1,0,1,-1
542,0,1,-1,-2
543,1,0,1,-1
544,0,1,-1,-2
545,1,1,2,2
546,1,0,1,-2
547,0,1,-1,-1
548,1,1,2,2
549,1,0,1,2
550,0,1,-1,2
551,0,0,-2,-2
552,0,1,-1,2
553,1,1,2,-2
554,1,1,2,1
555,1,0,1,-1
556,1,0,1,1
557,1,1,2,-2
558,1,1,2,-1
559,1,1,2,-2
560,0,1,-1,-1
